Player_ID,LastName,FirstName,Jersey_Num,Position,Height,Weight,Birth_Date,Age,Birth_City,Birth_Country,Rookie,Team_ID,Team_Abbr.,Team_City,Team_Name
9459,Gay,Rudy,22,SF,"6'8""",230,8/17/86,31,"Brooklyn, NY",USA,N,106,SAS,San Antonio,Spurs
10121,Gbinije,Michael,9,F,"6'7""",200,6/5/92,25,"Hartford, CT",USA,Y,88,DET,Detroit,Pistons
9361,Gee,Alonzo,15,SF,,,5/29/87,31,"Riviera Beach, FL",USA,N,99,DEN,Denver,Nuggets
13870,Gentry,Alvin,,C,,,1/26/18,0,,,N,110,NOP,New Orleans,Pelicans
9250,George,Paul,13,SF,"6'9""",220,5/2/90,28,"Palmdale, CA",USA,N,96,OKL,Oklahoma City,Thunder
11748,Georges-Hunt,Marcus,13,SG,"6'5""",226,3/28/94,24,"Miami, FL",USA,N,100,MIN,Minnesota,Timberwolves
11307,Gibson,Jonathan,3,G,,,11/6/87,30,"West Covina, CA",USA,N,,,,
9144,Gibson,Taj,67,PF,"6'9""",235,6/24/85,32,"Brooklyn, NY",USA,N,100,MIN,Minnesota,Timberwolves
13747,Giles,Harry,20,C,"6'10""",240,4/22/98,20,"Winston-Salem, NC",USA,Y,103,SAC,Sacramento,Kings
9478,Ginobili,Manu,20,SG,"6'6""",205,7/28/77,40,Bahia Blanca,Argentina,N,106,SAS,San Antonio,Spurs
9503,Gobert,Rudy,27,C,"7'1""",245,6/26/92,25,Saint-Quentin,France,N,98,UTA,Utah,Jazz
9529,Gooden,Drew,90,PF,"6'10""",250,9/24/81,36,"Oakland, CA",USA,N,,,,
9429,Goodwin,Archie,8,PG,"6'5""",205,8/17/94,23,"Little Rock, AR",USA,N,84,BRO,Brooklyn,Nets
9406,Gordon,Aaron,0,PF,"6'9""",220,9/16/95,22,"San Jose, CA",USA,N,95,ORL,Orlando,Magic
9352,Gordon,Eric,10,SG,"6'4""",215,12/25/88,29,"Indianapolis, IN",USA,N,109,HOU,Houston,Rockets
9519,Gortat,Marcin,13,C,"6'11""",240,2/17/84,34,Lodz,Poland,N,94,WAS,Washington,Wizards
9246,Goudelock,Andrew,0,PG,"6'3""",200,12/7/88,29,"Gainesville, GA",USA,N,,,,
10125,Graham,Treveon,21,SG,"6'5""",219,10/28/93,24,"Washington, DC",USA,N,93,CHA,Charlotte,Hornets
9419,Grant,Jerami,9,PF,"6'9""",220,3/12/94,24,"Portland, OR",USA,N,96,OKL,Oklahoma City,Thunder
9374,Grant,Jerian,2,PG,"6'4""",198,10/9/92,25,"Silver Spring, MD",USA,N,89,CHI,Chicago,Bulls
13973,Gray,Josh,5,G,,,2/2/18,0,,,Y,104,PHX,Phoenix,Suns
9316,Green,Gerald,14,SG,"6'7""",205,1/26/86,32,"Houston, TX",USA,N,109,HOU,Houston,Rockets
9477,Green,Danny,14,SG,"6'6""",215,6/22/87,30,"North Babylon, NY",USA,N,106,SAS,San Antonio,Spurs
9228,Green,Draymond,23,PF,"6'7""",230,3/4/90,28,"Saginaw, MI",USA,N,101,GSW,Golden State,Warriors
9271,Green,Jeff,32,PF,"6'9""",235,8/28/86,31,"Cheverly, MD",USA,N,86,CLE,Cleveland,Cavaliers
9302,Green,JaMychal,0,PF,"6'9""",227,6/21/90,27,"Montgomery, AL",USA,N,107,MEM,Memphis,Grizzlies
9262,Griffin,Blake,32,PF,"6'10""",251,3/15/89,29,"Oklahoma City, OK",USA,N,88,DET,Detroit,Pistons
9368,Hamilton,Jordan,25,SF,"6'7""",220,10/6/90,27,"Los Angeles, CA",USA,N,,,,
13863,Hamilton,Daniel,25,G,"6'7""",195,8/8/95,22,"Los Angeles, CA",USA,Y,96,OKL,Oklahoma City,Thunder
9658,Hamilton,Justin,41,C,"7'0""",255,4/1/90,28,"Newport Beach, CA",USA,N,84,BRO,Brooklyn,Nets
9657,Hammons,A.J.,4,C,"7'0""",260,8/27/92,25,"Gary, IN",USA,N,92,MIA,Miami,Heat
9087,Hardaway Jr.,Tim,3,SG,"6'6""",205,3/16/92,26,"Orinda, CA",USA,N,83,NYK,New York,Knicks
9232,Harden,James,13,SG,"6'5""",220,8/26/89,28,"Los Angeles, CA",USA,N,109,HOU,Houston,Rockets
9444,Harkless,Maurice,4,SF,"6'9""",220,5/11/93,25,"Queens, NY",USA,N,97,POR,Portland,Trail Blazers
9563,Harper,Justin,,PF,,,8/30/89,28,"Richmond, VA",USA,N,,,,
9244,Harrell,Montrezl,5,PF,"6'8""",240,1/26/94,24,"Tarboro, NC",USA,N,102,LAC,Los Angeles,Clippers
9176,Harris,Devin,34,SG,"6'3""",185,2/26/83,35,"Milwaukee, WI",USA,N,99,DEN,Denver,Nuggets
9212,Harris,Tobias,34,PF,"6'9""",235,7/14/92,25,"Islip, NY",USA,N,102,LAC,Los Angeles,Clippers
9191,Harris,Gary,14,SG,"6'4""",210,9/14/94,23,"Fishers, IN",USA,N,99,DEN,Denver,Nuggets
12250,Harris,Manny,6,SG,"6'5""",185,9/21/89,28,"Detroit, MI",USA,N,,,,
9540,Harris,Joe,12,SF,"6'6""",219,9/6/91,26,"Chelan, WA",USA,N,84,BRO,Brooklyn,Nets
9140,Harrison,Aaron,9,SG,,,10/27/94,23,"San Antonio, TX",USA,N,108,DAL,Dallas,Mavericks
10130,Harrison,Andrew,5,PG,"6'6""",213,10/28/94,23,"San Antonio, TX",USA,N,107,MEM,Memphis,Grizzlies
14118,Harrison,Shaquille,10,G,,,2/23/18,0,,,N,104,PHX,Phoenix,Suns
13756,Hart,Josh,5,SG,"6'5""",215,3/6/95,23,"Silver Spring, MD",USA,Y,105,LAL,Los Angeles,Lakers
9310,Haslem,Udonis,40,C,"6'8""",235,6/9/80,37,"Miami, FL",USA,N,92,MIA,Miami,Heat
9132,Hawes,Spencer,0,PF,"7'1""",245,4/28/88,30,"Seattle, WA",USA,N,,,,
13962,Hayes,Nigel,15,SF,"6'7""",254,12/13/94,23,"Westerville, OH",USA,Y,103,SAC,Sacramento,Kings
9548,Hayes,Charles,,PF,,,6/11/83,34,"San Leandro, CA",USA,N,,,,
9506,Hayward,Gordon,20,SF,"6'8""",226,3/23/90,28,"Indianapolis, IN",USA,N,82,BOS,Boston,Celtics
13961,Hearn,Reggie,,SG,"6'5""",210,8/13/91,26,,,Y,88,DET,Detroit,Pistons
9450,Henderson,Gerald,9,SG,"6'5""",215,12/9/87,30,"Caldwell, NJ",USA,N,,,,
13959,Henry,Myke,4,F,"6'6""",210,12/22/92,25,"Chicago, IL",USA,N,107,MEM,Memphis,Grizzlies
9324,Henson,John,31,PF,"6'11""",229,12/28/90,27,"Greensboro, NC",USA,N,90,MIL,Milwaukee,Bucks
10101,Hernangomez,Guillermo,14,C,"6'11""",240,5/26/94,24,,Spain,N,93,CHA,Charlotte,Hornets
10135,Hernangomez,Juancho,41,SF,"6'9""",230,9/28/95,22,Madrid,Spain,N,99,DEN,Denver,Nuggets
9409,Hezonja,Mario,8,SF,"6'8""",218,2/25/95,23,Dubrovnik,Croatia,N,95,ORL,Orlando,Magic
9277,Hibbert,Roy,55,C,"7'2""",270,12/11/86,31,"Queens, NY",USA,N,,,,
13836,Hicks,Isaiah,26,F,"6'9""",233,7/24/94,23,"Oxford, NC",USA,Y,83,NYK,New York,Knicks
9531,Hickson,JJ,21,C,"6'9""",242,9/4/88,29,"Atlanta, GA",USA,N,,,,
10136,Hield,Buddy,24,SG,"6'4""",214,12/17/93,24,Freeport,Bahamas,N,103,SAC,Sacramento,Kings
9521,Hilario,Nene,42,PF,"6'11""",250,9/13/82,35,Sao Carlos,Brazil,N,109,HOU,Houston,Rockets
9248,Hill,George,3,PG,"6'3""",188,5/3/86,32,"Indianapolis, IN",USA,N,86,CLE,Cleveland,Cavaliers
9256,Hill,Jordan,27,C,"6'10""",240,7/27/87,30,"Atlanta, GA",USA,N,,,,
9251,Hill,Solomon,44,SF,"6'7""",225,3/18/91,27,"Los Angeles, CA",USA,N,110,NOP,New Orleans,Pelicans
9215,Hilliard,Darrun,24,SG,"6'6""",220,4/11/93,25,"Bethlehem, PA",USA,N,106,SAS,San Antonio,Spurs
13935,Hoiberg,Fred,,C,,,1/28/18,0,"Lincoln, NE",USA,N,89,CHI,Chicago,Bulls
9155,Holiday,Justin,7,SG,"6'6""",185,4/5/89,29,"Mission Hills, CA",USA,N,89,CHI,Chicago,Bulls
9355,Holiday,Jrue,11,SG,"6'4""",205,6/12/90,27,"Chatsworth, CA",USA,N,110,NOP,New Orleans,Pelicans
9111,Holland,John,30,SF,"6'5""",205,11/6/88,29,"Bronx, NY",USA,N,86,CLE,Cleveland,Cavaliers
9116,Hollis-Jefferson,Rondae,24,PF,"6'7""",214,1/3/95,23,"Chester, PA",USA,N,84,BRO,Brooklyn,Nets
9422,Holmes,Richaun,22,C,"6'10""",235,10/15/93,24,"Lockport, IL",USA,N,85,PHI,Philadelphia,76ers
9510,Hood,Rodney,5,SG,"6'8""",206,10/19/92,25,"Meridian, MS",USA,N,86,CLE,Cleveland,Cavaliers
14121,Hopson,Scotty,,SG,,,8/7/89,28,,,N,108,DAL,Dallas,Mavericks
9082,Horford,Al,42,C,"6'10""",245,6/3/86,32,Puerto Plata,Dominican Republic,N,82,BOS,Boston,Celtics
13869,Hornacek,Jeff,,C,,,1/28/18,0,"Elmhurst, IL",USA,N,83,NYK,New York,Knicks
10173,House,Danuel,4,F,"6'7""",220,6/7/93,24,"Houston, TX",USA,N,104,PHX,Phoenix,Suns
9236,Howard,Dwight,12,C,"6'11""",265,12/8/85,32,"Atlanta, GA",USA,N,93,CHA,Charlotte,Hornets
9290,Huertas,Marcelo,9,PG,,,5/25/83,35,Sao Paulo,Brazil,N,,,,
9397,Huestis,Josh,34,SF,"6'7""",230,12/19/91,26,"Webster, TX",USA,N,96,OKL,Oklahoma City,Thunder
9096,Humphries,Kris,43,PF,"6'9""",235,2/6/85,33,"Minneapolis, MN",USA,N,91,ATL,Atlanta,Hawks
9106,Hunter,RJ,2,SG,,,10/24/93,24,"Oxford, OH",USA,N,109,HOU,Houston,Rockets
11970,Hunter,Vince,,PF,,,8/5/94,23,"Detroit, MI",USA,N,107,MEM,Memphis,Grizzlies
9388,Ibaka,Serge,9,PF,"6'10""",235,9/18/89,28,Brazzaville,Republic of the Congo,N,81,TOR,Toronto,Raptors
9223,Iguodala,Andre,9,SF,"6'6""",215,1/28/84,34,"Springfield, IL",USA,N,101,GSW,Golden State,Warriors
9400,Ilyasova,Ersan,7,PF,"6'10""",235,5/14/87,31,Eskisehir,Turkey,N,85,PHI,Philadelphia,76ers
9513,Ingles,Joe,2,SF,"6'8""",226,10/2/87,30,Happy Valley,Australia,N,98,UTA,Utah,Jazz
9331,Inglis,Damien,17,SF,"6'8""",246,5/20/95,23,Cayenne,French Guiana,N,,,,
10149,Ingram,Brandon,14,SF,"6'9""",190,9/2/97,20,"Kinston, NC",USA,N,105,LAL,Los Angeles,Lakers
14397,Ingram,Andre,,SG,"6'3""",190,11/18/85,32,"Richmond, VA",USA,Y,105,LAL,Los Angeles,Lakers
9157,Irving,Kyrie,11,PG,"6'3""",193,3/23/92,26,Melbourne,Australia,N,82,BOS,Boston,Celtics
13733,Isaac,Jonathan,1,F,"6'10""",210,10/3/97,20,"New York, NY",USA,Y,95,ORL,Orlando,Magic
13803,Iwundu,Wesley,25,SF,"6'7""",195,12/20/94,23,"Houston, TX",USA,Y,95,ORL,Orlando,Magic
9113,Jack,Jarrett,55,PG,"6'3""",200,10/28/83,34,"Fort Washington, MD",USA,N,83,NYK,New York,Knicks
10119,Jackson,Demetrius,2,PG,"6'1""",201,9/5/94,23,"South Bend, IN",USA,N,85,PHI,Philadelphia,76ers
13759,Jackson,Frank,15,PG,"6'3""",205,5/4/98,20,"Washington, DC",USA,Y,110,NOP,New Orleans,Pelicans
13731,Jackson,Josh,20,SF,"6'8""",200,2/10/97,21,"San Diego, CA",USA,Y,104,PHX,Phoenix,Suns
11641,Jackson,Pierre,,SG,,,8/29/91,26,"Las Vegas, NV",USA,N,,,,
13743,Jackson,Justin,25,SF,"6'8""",210,3/28/95,23,"Houston, TX",USA,Y,103,SAC,Sacramento,Kings
9213,Jackson,Reggie,1,PG,"6'3""",208,4/16/90,28,Pordenone,Italy,N,88,DET,Detroit,Pistons
14398,Jackson,Aaron,,SG,"6'3""",183,6/5/86,31,"Hartford, CT",USA,Y,109,HOU,Houston,Rockets
13794,James,Mike,5,PG,"6'1""",195,8/16/90,27,"Copaigue, NY",USA,Y,110,NOP,New Orleans,Pelicans
9158,James,LeBron,23,SF,"6'8""",250,12/30/84,33,"Akron, OH",USA,N,86,CLE,Cleveland,Cavaliers
13819,Jefferson,Amile,21,PF,"6'9""",225,5/7/93,25,"Philadelphia, PA",USA,Y,100,MIN,Minnesota,Timberwolves
9135,Jefferson,Al,25,C,"6'10""",280,1/4/85,33,"Monticello, MS",USA,N,87,IND,Indiana,Pacers
9553,Jefferson,Cory,,PF,,,12/26/90,27,"Tacoma, WA",USA,N,,,,
9164,Jefferson,Richard,22,SF,"6'7""",233,6/21/80,37,"Los Angeles, CA",USA,N,99,DEN,Denver,Nuggets
9439,Jenkins,John,23,SG,,,3/6/91,27,"Nashville, TN",USA,N,,,,
9403,Jennings,Brandon,55,PG,"6'1""",170,9/21/89,28,"Compton, CA",USA,N,90,MIL,Milwaukee,Bucks
9108,Jerebko,Jonas,8,PF,"6'10""",231,3/2/87,31,Kinna,Sweden,N,98,UTA,Utah,Jazz
13932,Joerger,Dave,,C,,,1/28/18,0,,,N,103,SAC,Sacramento,Kings
9319,Johnson,Joe,6,SF,"6'7""",240,6/27/81,36,"Little Rock, AR",USA,N,109,HOU,Houston,Rockets
10086,Johnson,Brice,10,PF,"6'10""",230,6/25/94,23,"Orangeburg, SC",USA,N,107,MEM,Memphis,Grizzlies
9561,Johnson,Orlando,,SG,,,3/11/89,29,"Monterey, CA",USA,N,,,,
14146,Johnson,Jaylen,,F,,,3/24/18,0,,,Y,89,CHI,Chicago,Bulls
9493,Johnson,James,16,PF,"6'8""",240,2/20/87,31,"Cheyenne, WY",USA,N,92,MIA,Miami,Heat
9109,Johnson,Amir,5,PF,"6'9""",240,5/1/87,31,"Los Angeles, CA",USA,N,85,PHI,Philadelphia,76ers
9311,Johnson,Tyler,8,PG,"6'4""",190,5/7/92,26,"Grand Forks, ND",USA,N,92,MIA,Miami,Heat
9269,Johnson,Wesley,33,SF,"6'7""",215,7/11/87,30,"Corsicana, TX",USA,N,102,LAC,Los Angeles,Clippers
9210,Johnson,Stanley,7,SF,"6'7""",245,5/29/96,22,"Los Angeles, CA",USA,N,88,DET,Detroit,Pistons
14392,Johnson,Omari,,F,"6'9""",220,5/25/89,29,,,Y,107,MEM,Memphis,Grizzlies
13760,Johnson,Dakari,44,C,"7'0""",255,9/22/95,22,"Brooklyn, NY",USA,Y,96,OKL,Oklahoma City,Thunder
9196,Jokic,Nikola,15,C,"6'10""",250,2/19/95,23,Sombor,Serbia,N,99,DEN,Denver,Nuggets
11974,Jones,Jalen,12,SF,"6'7""",220,5/27/93,25,"Dallas, TX",USA,N,108,DAL,Dallas,Mavericks
9165,Jones,James,1,SF,"6'8""",218,10/4/80,37,"Miami, FL",USA,N,,,,
9347,Jones,Tyus,1,PG,"6'2""",184,5/10/96,22,"Burnsville, MN",USA,N,100,MIN,Minnesota,Timberwolves
9233,Jones,Terrence,14,PF,,,1/9/92,26,"Portland, OR",USA,N,101,GSW,Golden State,Warriors
9171,Jones,Dahntay,30,SF,,,12/27/80,37,"Trenton, NJ",USA,N,,,,
11894,Jones,Perry,1,SF,,,1/28/18,0,"Winnsboro, LA",USA,N,110,NOP,New Orleans,Pelicans
10172,Jones,Damian,15,C,"7'0""",245,6/28/95,22,"Baton Rouge, LA",USA,N,101,GSW,Golden State,Warriors
10146,Jones Jr.,Derrick,10,SF,"6'7""",200,2/13/97,21,"Chester, PA",USA,N,92,MIA,Miami,Heat
9268,Jordan,DeAndre,6,C,"6'11""",265,7/21/88,29,"Houston, TX",USA,N,102,LAC,Los Angeles,Clippers
9498,Joseph,Cory,6,PG,"6'3""",190,8/20/91,26,Toronto,Canada,N,87,IND,Indiana,Pacers
9137,Kaminsky,Frank,44,PF,"7'0""",242,4/4/93,25,"Winfield, IL",USA,N,93,CHA,Charlotte,Hornets
9396,Kanter,Enes,0,C,"6'11""",245,5/20/92,26,Zurich,Switzerland,N,83,NYK,New York,Knicks
9112,Karasev,Sergey,10,SF,,,10/26/93,24,St. Petersburg,Russia,N,,,,
9168,Kaun,Sasha,14,C,"6'11""",260,5/8/85,33,Tomsk,Russia,N,86,CLE,Cleveland,Cavaliers
9281,Kelly,Ryan,30,PF,"6'11""",230,4/9/91,27,"Carmel, NY",USA,N,91,ATL,Atlanta,Hawks
13740,Kennard,Luke,5,SG,"6'5""",200,6/24/96,21,"Middletown, OH",USA,Y,88,DET,Detroit,Pistons
13895,Kerr,Steve,,C,,,1/26/18,0,Beirut,Lebanon,N,101,GSW,Golden State,Warriors
13933,Kidd,Jason,,C,,,1/26/18,0,"San Francisco, CA",USA,N,90,MIL,Milwaukee,Bucks
9128,Kidd-Gilchrist,Michael,14,SF,"6'7""",232,9/26/93,24,"Philadelphia, PA",USA,N,93,CHA,Charlotte,Hornets
9125,Kilpatrick,Sean,9,SG,"6'4""",212,1/5/90,28,"Yonkers, NY",USA,N,89,CHI,Chicago,Bulls
13817,Kleber,Maximilian,42,PF,"6'11""",220,1/29/92,26,Wurzburg,Germany,Y,108,DAL,Dallas,Mavericks
9436,Knight,Brandon,11,SG,"6'3""",195,12/2/91,26,"Miami, FL",USA,N,104,PHX,Phoenix,Suns
13806,Korkmaz,Furkan,30,SG,"6'7""",190,7/24/97,20,Istanbul,Turkey,Y,85,PHI,Philadelphia,76ers
13862,Kornet,Luke,2,F,"7'1""",250,7/15/95,22,,,Y,83,NYK,New York,Knicks
9089,Korver,Kyle,26,SG,"6'7""",212,3/17/81,37,"Lakewood, CA",USA,N,86,CLE,Cleveland,Cavaliers
9463,Koufos,Kosta,41,C,"7'0""",265,2/24/89,29,"Canton, OH",USA,N,103,SAC,Sacramento,Kings
13753,Kuzma,Kyle,0,PF,"6'9""",220,7/24/95,22,"Flint, MI",USA,Y,105,LAL,Los Angeles,Lakers
10103,Kuzminskas,Mindaugas,91,F,,,10/19/89,28,Vilnius,Lithuania,N,83,NYK,New York,Knicks
10140,Labissiere,Skal,7,PF,"6'11""",225,3/18/96,22,Port-Au-Prince,Haiti,N,103,SAC,Sacramento,Kings
9131,Lamb,Jeremy,3,SG,"6'5""",185,5/30/92,26,"Henrico Valley, VA",USA,N,93,CHA,Charlotte,Hornets
9415,Landry,Carl,7,PF,"6'9""",248,9/19/83,34,"Milwaukee, WI",USA,N,,,,
10111,Laprovittola,Nicolas,27,G,,,1/31/90,28,Buenos Aires,Argentina,N,,,,
9120,Larkin,Shane,8,PG,"5'11""",175,10/2/92,25,"Cincinnati, OH",USA,N,82,BOS,Boston,Celtics
9193,Lauvergne,Joffrey,77,C,"6'11""",260,9/30/91,26,Mulhouse,France,N,106,SAS,San Antonio,Spurs
9343,LaVine,Zach,8,SG,"6'5""",185,3/10/95,23,"Renton, WA",USA,N,89,CHI,Chicago,Bulls
9261,Lawson,Ty,10,G,"5'11""",195,11/2/87,30,"Clinton, MD",USA,N,,,,
10107,Layman,Jake,10,SF,"6'9""",210,3/7/94,24,"Norwood, MA",USA,N,97,POR,Portland,Trail Blazers
13746,Leaf,T. J.,22,PF,"6'10""",230,4/30/97,21,Tel Aviv,Israel,Y,87,IND,Indiana,Pacers
9127,Lee,Courtney,5,SF,"6'5""",200,10/3/85,32,"Indianapolis, IN",USA,N,83,NYK,New York,Knicks
14134,Lee,Damian,,SG,,,3/13/18,0,,,Y,91,ATL,Atlanta,Hawks
9186,Lee,David,42,PF,"6'9""",245,4/29/83,35,"St. Louis, MO",USA,N,,,,
14119,Lemon Jr.,Walter ,,C,,,2/19/18,0,,,N,110,NOP,New Orleans,Pelicans
9431,Len,Alex,21,C,"7'1""",250,6/16/93,24,Antratsit,Ukraine,N,104,PHX,Phoenix,Suns
9446,Leonard,Meyers,11,C,"7'1""",255,2/27/92,26,"Woodbridge, VA",USA,N,97,POR,Portland,Trail Blazers
9476,Leonard,Kawhi,2,SF,"6'7""",230,6/29/91,26,"Los Angeles, CA",USA,N,106,SAS,San Antonio,Spurs
9432,Leuer,Jon,30,PF,"6'10""",228,5/14/89,29,"Long Lake, MN",USA,N,88,DET,Detroit,Pistons
9659,Levert,Caris,22,SG,"6'7""",203,8/25/94,23,"Columbus, OH",USA,N,84,BRO,Brooklyn,Nets
10104,Liggins,DeAndre,34,SG,"6'6""",209,3/31/88,30,"Chicago, IL",USA,N,110,NOP,New Orleans,Pelicans
9445,Lillard,Damian,0,PG,"6'3""",195,7/15/90,27,"Oakland, CA",USA,N,97,POR,Portland,Trail Blazers
9138,Lin,Jeremy,7,SG,"6'3""",200,8/23/88,29,"Palo Alto, CA",USA,N,84,BRO,Brooklyn,Nets
9224,Livingston,Shaun,34,PG,"6'7""",192,9/11/85,32,"Peoria, IL",USA,N,101,GSW,Golden State,Warriors
11957,Long,Shawn,,PF,"6'9""",255,1/29/93,25,"Morgan City, LA",USA,N,85,PHI,Philadelphia,76ers
9227,Looney,Kevon,5,PF,"6'9""",220,2/6/96,22,"Milwaukee, WI",USA,N,101,GSW,Golden State,Warriors
9118,Lopez,Brook,11,C,"7'0""",268,4/1/88,30,"North Hollywood, CA",USA,N,105,LAL,Los Angeles,Lakers
9378,Lopez,Robin,42,C,"7'0""",277,4/1/88,30,"North Hollywood, CA",USA,N,89,CHI,Chicago,Bulls
9161,Love,Kevin,0,PF,"6'10""",251,9/7/88,29,"Santa Monica, CA",USA,N,86,CLE,Cleveland,Cavaliers
9490,Lowry,Kyle,7,PG,"6'0""",205,3/25/86,32,"Philadelphia, PA",USA,N,81,TOR,Toronto,Raptors
10128,Lucas III,John,11,G,,,11/21/82,35,"Washington, DC",USA,N,,,,
10139,Luwawu-Cabarrot,Timothe,7,SG,"6'6""",200,5/9/95,23,Cannes,France,N,85,PHI,Philadelphia,76ers
13751,Lydon,Tyler,20,F,"6'9""",220,4/9/96,22,"Hudson, NY",USA,Y,99,DEN,Denver,Nuggets
9512,Lyles,Trey,7,PF,"6'10""",234,11/5/95,22,Saskatoon,Canada,N,99,DEN,Denver,Nuggets
10152,Mac,Sheldon,9,G,"6'6""",200,12/19/92,25,,,N,94,WAS,Washington,Wizards
9502,Mack,Shelvin,7,PG,"6'3""",203,4/22/90,28,"Lexington, KY",USA,N,95,ORL,Orlando,Magic
11959,Magette,Josh,11,PG,"6'1""",160,11/28/89,28,"Birmingham, AL",USA,N,91,ATL,Atlanta,Hawks
9249,Mahinmi,Ian,28,C,"6'11""",262,11/5/86,31,Rouen,France,N,94,WAS,Washington,Wizards
10126,Maker,Thon,7,C,"7'1""",223,2/25/97,21,,South Sudan,N,90,MIL,Milwaukee,Bucks
13924,Malone,Michael,,C,,,1/28/18,0,,,N,99,DEN,Denver,Nuggets
9408,Marble,Devyn,11,SG,"6'6""",200,9/21/92,25,"Southfield, MI",USA,N,,,,
9484,Marjanovic,Boban,51,C,"7'3""",290,8/14/88,29,Zajecar,Serbia,N,102,LAC,Los Angeles,Clippers
13734,Markkanen,Lauri,24,PF,"7'0""",230,5/22/97,21,Vantaa,Finland,Y,89,CHI,Chicago,Bulls
9424,Marshall,Kendall,5,PG,"6'4""",200,8/19/91,26,"Dumfries, VA",USA,N,,,,
9486,Martin,Kevin,23,SG,"6'7""",199,2/1/83,35,"Zanesville, OH",USA,N,,,,
9303,Martin,Jarell,1,PF,"6'10""",239,5/24/94,24,"Baton Rouge, LA",USA,N,107,MEM,Memphis,Grizzlies
13811,Mason,Frank,10,PG,"5'11""",190,4/3/94,24,"Petersburg, VA",USA,Y,103,SAC,Sacramento,Kings
13787,Mathiang,Mangok,9,PF,"6'10""",230,10/8/92,25,Melbourne,Australia,Y,93,CHA,Charlotte,Hornets
9179,Matthews,Wesley,23,SG,"6'5""",220,10/14/86,31,"San Antonio, TX",USA,N,108,DAL,Dallas,Mavericks
9328,Mayo,O.J.,3,SG,,,11/5/87,30,"Huntington, WV",USA,N,,,,
9275,Mbah a Moute,Luc,12,PF,"6'8""",230,9/9/86,31,Yaounde,Cameroon,N,109,HOU,Houston,Rockets
9226,McAdoo,James Michael,14,PF,,,1/4/93,25,"Norfolk, VA",USA,N,85,PHI,Philadelphia,76ers
9546,McCallum,Ray,5,PG,,,6/12/91,26,"Madison, WI",USA,N,,,,
10112,McCaw,Patrick,,SG,"6'7""",185,10/25/95,22,"St. Louis, MO",USA,N,101,GSW,Golden State,Warriors
9447,McCollum,CJ,3,SG,"6'3""",190,9/19/91,26,"Canton, OH",USA,N,97,POR,Portland,Trail Blazers
9423,McConnell,TJ,12,PG,"6'2""",190,3/25/92,26,"Pittsburgh, PA",USA,N,85,PHI,Philadelphia,76ers
13821,McCree,Erik,,SF,"6'8""",225,12/20/93,24,"Orlando, FL",USA,Y,98,UTA,Utah,Jazz
9117,McCullough,Chris,1,PF,"6'9""",215,2/5/95,23,"Bronx, NY",USA,N,94,WAS,Washington,Wizards
9242,McDaniels,KJ,32,SF,"6'6""",205,2/9/93,25,"Mobile, AL",USA,N,81,TOR,Toronto,Raptors
9148,McDermott,Doug,20,SF,"6'8""",219,1/2/92,26,"Grand Forks, ND",USA,N,108,DAL,Dallas,Mavericks
9393,McGary,Mitch,33,PF,"6'10""",255,6/6/92,25,"Chesterton, IN",USA,N,,,,
9173,McGee,JaVale,1,C,"7'0""",270,1/19/88,30,"Flint, MI",USA,N,101,GSW,Golden State,Warriors
9663,McGruder,Rodney,17,SG,"6'4""",200,7/29/91,26,"Landover, MD",USA,N,92,MIA,Miami,Heat
13839,McKinney-Jones,Trey,10,G,"6'5""",214,8/25/90,27,"Milwaukee, WI",USA,Y,87,IND,Indiana,Pacers
13865,McKinnie,Alfonso,34,PF,"6'8""",215,9/17/92,25,"Chicago, IL",USA,Y,81,TOR,Toronto,Raptors
9458,McLemore,Ben,23,SG,"6'5""",195,2/11/93,25,"St. Louis, MO",USA,N,107,MEM,Memphis,Grizzlies
13897,McMillan,Nate,,C,,,1/26/18,0,"Raleigh, NC",USA,N,87,IND,Indiana,Pacers
9170,McRae,Jordan,12,PG,,,3/28/91,27,"Savannah, GA",USA,N,,,,
9309,McRoberts,Josh,13,PF,"6'10""",240,2/28/87,31,"Indianapolis, IN",USA,N,108,DAL,Dallas,Mavericks
9206,Meeks,Jodie,20,SG,"6'4""",210,8/21/87,30,"Norcross, GA",USA,N,94,WAS,Washington,Wizards
9185,Mejri,Salah,50,C,"7'2""",235,6/15/86,31,Jendouba,Tunisia,N,108,DAL,Dallas,Mavericks
9110,Mickey,Jordan,25,PF,"6'8""",235,7/9/94,23,"Dallas, TX",USA,N,92,MIA,Miami,Heat
9334,Middleton,Khris,22,SG,,,8/12/91,26,"Charleston, SC",USA,N,90,MIL,Milwaukee,Bucks
9247,Miles,CJ,0,SF,"6'6""",225,3/18/87,31,"Dallas, TX",USA,N,81,TOR,Toronto,Raptors
11924,Miller,Darius,21,SF,"6'8""",225,3/21/90,28,"Maysville, KY",USA,N,110,NOP,New Orleans,Pelicans
9485,Miller,Andre,24,PG,"6'3""",200,3/19/76,42,"Los Angeles, CA",USA,N,,,,
13866,Miller,Malcolm,13,F,"6'7""",210,3/4/93,25,"Gaithersburg, MD",USA,Y,81,TOR,Toronto,Raptors
9199,Miller,Mike,3,SF,"6'8""",218,2/19/80,38,"Mitchell, SD",USA,N,,,,
9474,Mills,Patty,8,PG,"6'0""",185,8/11/88,29,Canberra,Australia,N,106,SAS,San Antonio,Spurs
